f20d3n6,Eicosatrienoic acid (C20:3n6),Omega-6; marker of essential fatty acid deficiency.,"Also known as Dihomo-gamma-linolenic acid (DGLA), an omega-6 polyunsaturated fatty acid with a 20-carbon backbone and three double bonds. It's formed from gamma-linolenic acid (GLA). DGLA is a precursor to anti-inflammatory eicosanoids (like PGE1) and can also be converted to arachidonic acid. (Note: Eicosatrienoic acid can also refer to Mead acid (20:3n-9) which is formed during EFA deficiency, or Eicosatrienoic acid (20:3n-3) which is an omega-3. The code f20d3n6 specifically points to the omega-6 version DGLA.)"
f20d4n6,Arachidonic acid (C20:4n6),Omega-6; precursor to pro-inflammatory eicosanoids.,"An omega-6 polyunsaturated fatty acid with a 20-carbon backbone and four double bonds. It's found in animal fats, eggs, and can be synthesized from linoleic acid. It's a key component of cell membranes and a precursor to a wide range of eicosanoids, which are signaling molecules involved in inflammation, blood clotting, and other physiological processes. While essential, an excess or imbalance with omega-3s can promote inflammation."
f20d5n3,Eicosapentaenoic acid (C20:5n3),Anti-inflammatory omega-3 (fish oil); supports heart/brain.,"An omega-3 polyunsaturated fatty acid with a 20-carbon backbone and five double bonds, commonly known as EPA. Found primarily in cold-water fatty fish and fish oil supplements. EPA has anti-inflammatory effects, helps reduce blood triglyceride levels, and may prevent blood from clotting too easily, contributing to cardiovascular health and potentially benefiting conditions like depression."
f22d5n3,Docosapentaenoic acid (C22:5n3),"Omega-3; brain health, anti-inflammatory.","An omega-3 polyunsaturated fatty acid with a 22-carbon backbone and five double bonds, commonly known as DPA. It is an intermediate between EPA and DHA, found in fatty fish and red meat. DPA has anti-inflammatory properties, inhibits platelet aggregation, and may act as a reservoir for other omega-3s, contributing to cardiovascular and overall health."
f22d6n3,Docosahexaenoic acid (C22:6n3),Critical for brain/retina development (infants).,"An omega-3 polyunsaturated fatty acid with a 22-carbon backbone and six double bonds, commonly known as DHA. It's a primary structural component of the human brain, cerebral cortex, skin, and retina. Crucial for brain and eye development and function, especially during pregnancy and early life. DHA has neuroprotective and anti-inflammatory properties."
fasat,Saturated Fatty acids,Raise LDL cholesterol; limit to <10% of calories (heart health).,"Fatty acids that have no double bonds between carbon atoms in their hydrocarbon chain, meaning they are saturated"" with hydrogen atoms. They are typically solid at room temperature and found in animal fats (meat)."
fams,Monounsaturated Fatty acids,"Heart-healthy (olive oil, avocados); lower LDL.","Fatty acids that have one double bond in their hydrocarbon chain. They are typically liquid at room temperature but start to harden when chilled. Found in foods like olive oil, canola oil, avocados, and nuts. Replacing saturated and trans fats with MUFAs can help lower LDL (bad) cholesterol and reduce the risk of heart disease."
fapu,Polyunsaturated Fatty acids,Includes omega-3/6; essential for cell membranes/hormones.,"Fatty acids that have more than one double bond in their hydrocarbon chain. They are typically liquid at room temperature and include omega-3 and omega-6 fatty acids. Essential for brain function, cell growth, and can help lower LDL (bad) cholesterol. Found in fatty fish, vegetable oils, nuts, and seeds."
cholc,Cholesterol,Cell membrane/hormone precursor. Dietary excess raises LDL (atherosclerosis).,"A waxy, fat-like substance made by the liver and found in all cells of the body. It's essential for making hormones (like estrogen and testosterone), vitamin D, and substances that help digest fatty foods. The body makes all the cholesterol it needs. Dietary cholesterol comes from animal foods. High levels of LDL (""bad"") cholesterol can lead to plaque buildup in arteries, increasing heart disease risk, while HDL (""good"") cholesterol helps remove it."
his,Histidine,Essential amino acid; precursor to histamine (immune response).,"An essential amino acid, meaning the body cannot produce it and it must be obtained from the diet. It's a precursor for histamine (involved in immune responses, digestion, and sleep-wake cycles) and other important molecules like carnosine. Histidine is crucial for growth and repair of tissues, the maintenance of myelin sheaths, and the production of blood cells."
ile,Isoleucine,"BCAA; muscle repair, blood sugar regulation.","An essential branched-chain amino acid (BCAA) that must be obtained from the diet. It's involved in muscle metabolism, hemoglobin formation (oxygen-carrying pigment in red blood cells), blood sugar regulation, and boosting energy and endurance. It aids in healing injured muscle and supports muscle development."
leu,Leucine,BCAA; stimulates muscle protein synthesis.,"An essential branched-chain amino acid (BCAA) that must be obtained from the diet. It plays a critical role in protein synthesis, muscle repair and growth, regulation of blood sugar levels, and wound healing. Leucine is particularly important for stimulating muscle protein synthesis."
lys,Lysine,Essential for collagen/carnitine; deficiency causes fatigue.,"An essential amino acid, meaning the human body cannot synthesize it and it must be obtained through diet. It's crucial for protein synthesis, growth, tissue repair, and the production of enzymes, hormones, and antibodies. Lysine also plays a role in calcium absorption and collagen formation."
met,Methionine,Sulfur-containing AA; antioxidant (glutathione) precursor.,"An essential sulfur-containing amino acid that must be obtained from the diet. It's important for protein synthesis, metabolism, and detoxification. Methionine is a precursor to other sulfur-containing molecules like cysteine and taurine, and the universal methyl donor S-adenosylmethionine (SAM), which is involved in DNA modification and neurotransmitter synthesis."
cys,Cysteine,Sulfur-containing AA; synthesizes glutathione (detox).,"A non-essential (conditionally essential) sulfur-containing amino acid, meaning the body can usually synthesize it from methionine. Cysteine is a component of the antioxidant glutathione and plays a role in protein synthesis, detoxification, and various metabolic functions. It may become essential in infants, the elderly, or those with certain metabolic diseases."
phe,Phenylalanine,Precursor to tyrosine (neurotransmitters). PKU patients must avoid.,"An essential amino acid that must be obtained from the diet. The body converts phenylalanine into tyrosine, another amino acid used to synthesize proteins, brain chemicals (neurotransmitters like dopamine and norepinephrine), and thyroid hormones. It's also involved in the production of the skin pigment melanin. Individuals with phenylketonuria (PKU) cannot metabolize phenylalanine properly."
thr,Threonine,Supports immune function (antibody production).,"An essential amino acid that must be obtained from the diet. It's important for protein synthesis, collagen and elastin formation (key components of skin and connective tissue), tooth enamel, and liver function (helps prevent fat buildup). It also supports the central nervous, cardiovascular, and immune systems."
trp,Tryptophan,Precursor to serotonin/melatonin; regulates mood/sleep.,"An essential amino acid that must be obtained from the diet. The body uses tryptophan to produce serotonin (a neurotransmitter that regulates appetite, sleep, mood, and pain), melatonin (a hormone that regulates the sleep-wake cycle), and niacin (vitamin B3, important for energy metabolism and DNA production)."
val,Valine,"BCAA; muscle metabolism, tissue repair.","An essential branched-chain amino acid (BCAA) that must be obtained from the diet. It's involved in muscle growth and repair, tissue regeneration, energy production, and nitrogen balance. Valine works with leucine and isoleucine to promote these functions."
ala,Alanine,Non-essential AA; glucose production (gluconeogenesis).,"A non-essential amino acid, meaning the body can synthesize it. It plays a key role in glucose metabolism (converting sugar into energy), supporting the immune system, and providing energy for muscle tissue, the brain, and the central nervous system. Alanine is a building block of proteins."
arg,Arginine,Conditionally essential; nitric oxide precursor (vasodilation).,"A conditionally essential amino acid, meaning the body can usually synthesize it, but sometimes needs it from the diet, especially during illness or stress. Arginine plays a role in protein building, wound healing, immune function, cell division, and the release of hormones. It's a precursor to nitric oxide, a vasodilator that helps relax blood vessels and improve circulation."
asp,Aspartic acid,Neurotransmitter; involved in urea cycle.,"A non-essential amino acid, meaning the body can synthesize it. It plays a role in the synthesis of other amino acids and biochemicals in the citric acid and urea cycles. Aspartic acid is involved in energy production and nervous system function, and is a building block for proteins."
glu,Glutamic acid,Neurotransmitter; brain function. Excess: excitotoxicity.,"A non-essential amino acid, meaning the body can synthesize it. In the body, it often exists as glutamate. Glutamate is a key neurotransmitter in the brain involved in learning and memory. It's also used to form proteins and is involved in various metabolic pathways."
gly,Glycine,Collagen component; anti-inflammatory/neurotransmitter roles.,"A non-essential amino acid, meaning the body can synthesize it. It's a building block for proteins (especially collagen), and is involved in transmitting chemical signals in the brain, DNA and RNA synthesis, and the production of glutathione (an antioxidant) and creatine (for muscle energy). It may help improve sleep quality and support liver health."
pro,Proline,Collagen synthesis; wound healing.,"A non-essential amino acid, meaning the body can synthesize it. It's a major component of collagen, the main structural protein found in skin, bones, tendons, and cartilage. Proline is crucial for maintaining the strength and structure of these tissues, wound healing, and supporting joint health."
ser,Serine,Phospholipid/neurotransmitter synthesis.,"A non-essential amino acid, meaning the body can synthesize it. It plays a role in protein synthesis, fat metabolism, immune function, and the formation of phospholipids and other amino acids like glycine and cysteine. D-serine, made from L-serine, acts as a neurotransmitter in the brain."
tyr,Tyrosine,Precursor to dopamine/epinephrine; regulates stress.,"A non-essential amino acid that the body synthesizes from phenylalanine. Tyrosine is a precursor to important neurotransmitters (dopamine, norepinephrine, epinephrine), thyroid hormones, and melanin (skin/hair pigment). It's involved in stress response and helps in the function of hormone-producing organs."
oxalt,Oxalates,"Anti-nutrient (spinach); binds calcium, forms kidney stones.","Natural compounds found in many plant-based foods. In the human body, oxalates can bind to calcium and form calcium oxalate crystals. If these crystals become concentrated in the urine, they can lead to the most common type of kidney stone. High oxalate intake can be a concern for individuals prone to kidney stones."
oxals,Soluble Oxalate,Enhances kidney stone risk; reduces mineral absorption.,"The fraction of oxalate in food that is dissolved in water (e.g., sodium or potassium oxalate). Soluble oxalates are more readily absorbed in the gastrointestinal tract compared to insoluble oxalates. Higher absorption of soluble oxalate can contribute to increased urinary oxalate levels, a risk factor for calcium oxalate kidney stones."
oxali,Insoluble Oxalate,Less bioavailable; still contributes to stone risk.,"The fraction of oxalate in food that is not dissolved in water, typically calcium oxalate. Insoluble oxalates are generally less absorbed by the body than soluble oxalates because they are already bound to minerals like calcium. Consuming calcium-rich foods with oxalate-containing foods can promote the formation of insoluble calcium oxalate in the gut, reducing oxalate absorption."
caconac,Cis-Aconitic acid,TCA cycle intermediate; minor dietary role.,"An organic acid that is an intermediate in the Krebs cycle (citric acid cycle), a key metabolic pathway that generates energy in cells. It is formed from citric acid and then converted to isocitric acid. It exists in all living species and is involved in cellular energy production."
citac,Citric acid,Enhances mineral absorption; preservative/antioxidant.,"A weak organic acid found naturally in citrus fruits. It's an important intermediate in the citric acid cycle (Krebs cycle), a central pathway for energy production in cells. Citric acid can act as a preservative, improve digestion, protect kidneys (can prevent kidney stones by making urine less acidic), and has antioxidant properties."
fumac,Fumaric acid,TCA cycle intermediate; used in food acidulation.,"An organic acid that is an intermediate in the citric acid cycle (Krebs cycle), essential for cellular energy production. It's found naturally in some plants and fungi. Fumaric acid and its esters have been studied for various therapeutic properties, including anti-psoriatic, antioxidant, anti-inflammatory, and neuroprotective effects."
malac,Malic acid,Apple-derived; supports energy production (Krebs cycle).,"An alpha-hydroxy organic acid found naturally in fruits (like apples) and wines. It's an intermediate in the Krebs cycle, contributing to energy production. Medically, it's used for dry mouth (stimulates saliva), and sometimes for skin conditions due to its exfoliating properties. It might cause skin/eye irritation when applied topically."
quinac,Quinic acid,Coffee component; antioxidant properties.,"An organic acid found in cinchona bark, coffee beans, and other plants. It is a precursor in the biosynthesis of some aromatic compounds. Studies suggest quinic acid can modulate intracellular calcium homeostasis, activate mitochondrial function, and enhance glucose-stimulated insulin secretion in pancreatic beta-cells, potentially offering benefits for metabolic health."
sucac,Succinic acid,TCA cycle intermediate; flavor enhancer.,"An organic dicarboxylic acid that is a key intermediate in the citric acid cycle (Krebs cycle), crucial for cellular energy production. Extracellular succinate can also act as a signaling molecule by binding to the GPR91 receptor, influencing processes like lipolysis, liver homeostasis (can contribute to fibrogenesis in hypoxic conditions), retinal neovascularization, and cardiomyocyte viability (long-term exposure can lead to hypertrophy)."
tarac,Tartaric acid,"Grapes/wine; antioxidant, adds sourness.","An organic acid naturally occurring in many fruits, particularly grapes, bananas, and tamarinds. It's used as a food additive for its antioxidant properties and sour taste. In the human body, tartaric acid is a muscle toxin in high doses as it can inhibit malic acid production; however, amounts typically consumed in food are safe."
dhbenzac34,"3,4-Dihydroxy Benzoic acid",Antioxidant phenolic acid; anti-inflammatory.,"Also known as Protocatechuic acid (PCA). A dietary polyphenol and a hydroxybenzoic acid found in fruits and vegetables. It is a metabolite of complex polyphenols like anthocyanins. PCA possesses antioxidant, anti-inflammatory, antihyperglycemic, neuroprotective, and potential chemopreventive properties by inhibiting carcinogenesis and promoting apoptosis in cancer cells."
hbenzal3,3-Hydroxy Benzaldehyde,Minor phenolic compound; antimicrobial potential.,"An organic compound, an isomer of hydroxybenzaldehyde. It's a colorless solid that may appear tan. It has been shown to exhibit vasculoprotective effects by lowering vascular smooth muscle cell proliferation and endothelial cell inflammation. It is also used in the synthesis of monastrol, an anticancer agent."
pcathac,Protocatechuic acid,Antioxidant; reduces oxidative stress.,"Also known as 3,4-Dihydroxybenzoic acid. A phenolic compound found in many plants, fruits, and vegetables, and is a major metabolite of antioxidant polyphenols like anthocyanins and procyanidins. It exhibits strong antioxidant, anti-inflammatory, anti-cancer, anti-diabetic, and neuroprotective activities. It can inhibit cancer cell growth and induce apoptosis."
vanlac,Vanillic acid,Vanillin derivative; antioxidant/anti-inflammatory.,"A benzoic acid derivative and a flavoring agent, found as an intermediate in the production of vanillin from ferulic acid. It possesses a range of biological activities, including antioxidant, anti-inflammatory, and neuroprotective effects. It can counteract LPS-induced neurotoxicity by regulating specific cellular pathways."
gallac,Gallic acid,Polyphenol (tea); anticancer/antimicrobial effects.,"A phenolic acid found in various fruits, vegetables, nuts (like gallnuts), and tea. It has strong antioxidant, anti-inflammatory, antimicrobial, anticancer, and antiviral properties. Gallic acid neutralizes free radicals, reduces oxidative stress, and can inhibit cancer cell growth and promote apoptosis. It may also offer cardiovascular benefits."
cinmac,Cinnamic acid,Precursor to flavonoids; UV protection in plants.,"An organic aromatic carboxylic acid found in cinnamon and other plants. It and its derivatives exhibit antioxidant, antimicrobial, anticancer, neuroprotective, anti-inflammatory, and antidiabetic properties. Cinnamic acid can terminate radical chain reactions and its biological efficacy can be modified by various substituents."
coumaco,o-Coumaric acid,Antioxidant; less common than p-coumaric acid.,"(ortho-Coumaric acid) A hydroxycinnamic acid, an organic compound derived from cinnamic acid. It is one of three isomers of coumaric acid. Found in vinegar. It participates in phenylalanine metabolism. Its specific direct roles in human health are less well-defined compared to p-coumaric acid, but as a phenolic compound, it may possess some antioxidant properties."
coumacp,p-Coumaric acid,Polyphenol; antioxidant/anti-inflammatory.,"(para-Coumaric acid) A common hydroxycinnamic acid found in various plants, cereals, fruits, and vegetables. It is a major component of lignin. p-Coumaric acid and its derivatives possess antioxidant, antimicrobial, anticancer, anti-inflammatory, anti-arthritic, and neuroprotective properties, among others. It can be incorporated into foods and pharmaceuticals."
caffac,Caffeic acid,Coffee component; reduces oxidative stress.,"A phenolic compound (hydroxycinnamic acid) synthesized by all plants, present in coffee, wine, tea, and propolis. It has potent antioxidant, anti-inflammatory, and anticarcinogenic activities. It can prevent reactive oxygen species (ROS) production, induce DNA oxidation in cancer cells, and reduce tumor cell angiogenesis."
chlrac,Chlorogenic acid,Antioxidant (coffee); lowers blood pressure.,"A polyphenolic compound found in coffee beans, fruits, and vegetables. It's formed from caffeic acid and quinic acid. Chlorogenic acid has antioxidant, anti-inflammatory, antibacterial, anti-tumor properties, and can help regulate glucose and lipid metabolism, offering liver and kidney protection. Its bioavailability involves absorption and metabolism by gut microflora."
ferac,Ferulic acid,Cell wall component; anti-inflammatory/photo-protective.,"A phenolic acid derived from cinnamic acid, found in cereals, fruits, and vegetables. It's a potent antioxidant that protects skin against oxidative stress and premature aging by neutralizing free radicals. It also has brightening and soothing properties and can help maintain collagen integrity. Often used in cosmetics."
apigen,Apigenin,Flavonoid (celery); anti-anxiety/anticancer potential.,"A natural flavonoid found in many fruits, vegetables, and herbs (like chamomile and parsley). It has antioxidant, anti-inflammatory, anti-cancer, and neuroprotective properties. Apigenin can inhibit CD38 (an NAD+-consuming enzyme), potentially impacting aging and sleep. It's been studied for its calming effects and role in improving sleep quality."
apigen6cgls,Apigenin-6-C-gluoside,Glycosylated apigenin; enhanced bioavailability.,"Also known as Isovitexin. A flavonoid glycoside, a form of apigenin bound to a glucose molecule. Found in various medicinal plants and food items. It has shown potential in ameliorating metabolic associated steatotic liver disease (MASLD) by selectively agonizing adiponectin receptor 2. It may also stimulate osteoblast differentiation and improve bone mass."
apigen7onshps,Apigenin-7-O-neohesperidoside,Citrus flavonoid; bitter taste modifier.,"Also known as Rhoifolin. A naturally occurring flavonoid glycoside. It exhibits antioxidant, anti-inflammatory, and anticancer properties. It's used in dietary supplements and functional foods and is being researched for its potential in natural remedies against oxidative stress and inflammation-related diseases. It may enhance the bioavailability of other compounds."
luteol,Luteolin,Antioxidant flavonoid; anti-allergic/neuroprotective.,"A common flavonoid found in many plants, including fruits, vegetables, and herbs. It possesses antioxidant, anti-inflammatory, apoptosis-inducing, and chemopreventive activities. Luteolin scavenges free radicals, protects cells from reactive oxygen species (ROS)-induced damage, and can inhibit tumor cell proliferation and suppress metastasis."
kaemf,Kaempferol,Flavonoid (kale); anticancer/anti-inflammatory.,"A natural flavonol, a type of flavonoid, found in various plants like tea, broccoli, kale, beans, and Ginkgo biloba. It exhibits antioxidant, anti-inflammatory, anticancer, cardioprotective, and neuroprotective properties. Kaempferol can modulate several signaling pathways involved in inflammation and cell survival, and may reduce the risk of chronic diseases."
querce,Quercetin,Antioxidant (onions); antiviral/antihistamine effects.,"A plant pigment (flavonoid) found in many plants and foods, such as onions, apples, berries, tea, and red wine. It has strong antioxidant and anti-inflammatory effects. Quercetin may help protect against heart disease and cancer, stabilize histamine-releasing cells (antihistamine effect), reduce blood pressure, and alleviate allergy symptoms."
querce3bdgls,Quercetin-3-β-D-glucoside,Bioavailable quercetin form; enhances absorption.,"Also known as Isoquercitrin. A glycosidic form of quercetin, meaning quercetin bound to a glucose molecule. Found in various plants, vegetables, and fruits. It possesses strong antioxidant, anti-inflammatory, and neuroprotective activities. It has shown antiproliferative activity against various cancer cell lines and may improve conditions like Alzheimer's disease in animal models."
querce3ortns,Quercetin-3-O-rutinoside,Rutin; strengthens capillaries/anti-inflammatory.,"Commonly known as Rutin. A flavonoid glycoside composed of the flavonol quercetin and the disaccharide rutinose. Found in citrus fruits, apples, onions, tea, and buckwheat. Rutin has strong antioxidant, anti-inflammatory, vasoprotective (strengthens blood vessels), and antithrombotic properties. It may help improve circulation and reduce the risk of cardiovascular diseases."
querce3bgls,Quercetin-3-β-galactoside,Quercetin derivative; antioxidant.,"Also known as Hyperoside. A flavonol glycoside, which is quercetin attached to a galactose sugar. It's found in various plants, including Hypericum perforatum (St. John's Wort). Like other quercetin glycosides, it is expected to have antioxidant, anti-inflammatory, and potentially cardioprotective and neuroprotective effects, though its specific actions might differ from quercetin aglycone due to bioavailability."
isormt,Isorhamnetin,Flavonoid (ginkgo); anti-inflammatory/antiviral.,"A flavonoid (an O-methylated flavonol) derived from quercetin, found in medicinal plants like sea buckthorn (Hippophae rhamnoides). It exhibits antitumor, anti-inflammatory, antioxidant, and organ-protective (especially cardiovascular) properties. It can inhibit apoptosis and inflammation in endothelial cells, suggesting benefits for coronary heart disease."
myrct,Myricetin,Antioxidant (berries); may lower blood sugar.,"A flavonoid (a type of polyphenol) commonly found in vegetables, fruits (berries, grapes), nuts, tea, and herbs. It exhibits strong antioxidant, anticancer, antidiabetic, and anti-inflammatory activities. Myricetin can chelate iron and protect against oxidative stress."
rsvrtol,Resvertrol,Red wine polyphenol; anti-aging/heart-protective.,"A natural polyphenol found in grapes (especially red grape skins), berries, peanuts, and red wine. It has potent antioxidant, anti-inflammatory, immunomodulatory, neuroprotective, and cardiovascular protective effects. Resveratrol has been studied for its potential to protect against chronic diseases like cancer, heart disease, diabetes, and Alzheimer's disease."
hespt,Hesperetin,Citrus flavonoid; improves vascular health.,"A flavanone, the aglycone form of hesperidin, found predominantly in citrus fruits like oranges and lemons. It has antioxidant, anti-inflammatory, anti-allergic, hypolipidemic (cholesterol-lowering), vasoprotective, and potential anticarcinogenic actions. It may help lower cholesterol by inhibiting its synthesis and secretion."
narng,Naringenin,Grapefruit flavonoid; antioxidant/cholesterol-lowering.,"A flavanone, a type of flavonoid, found abundantly in citrus fruits (like grapefruit, oranges), tomatoes, and figs. It's often present as its glycoside, naringin. Naringenin exhibits antioxidant, antitumor, antiviral, antibacterial, anti-inflammatory, antiadipogenic, and cardioprotective effects. It plays a central role in flavonoid biosynthesis."
hespd,Hesperdin,Hesperetin glycoside; enhances bioavailability.,"A flavanone glycoside (hesperetin bound to rutinose) found abundantly in citrus fruits, especially oranges and lemons. It has antioxidant, antibacterial, anti-inflammatory, and anticarcinogenic properties. After ingestion, it's hydrolyzed to hesperetin, which is then absorbed and exerts various health benefits, including potential improvements in cardiovascular health and diabetes management."
daidzn,Daidzein,Soy isoflavone; phytoestrogen (may reduce menopause symptoms).,"An isoflavone, a type of phytoestrogen, found primarily in soybeans and other legumes. Its chemical structure is similar to mammalian estrogens, allowing it to interact with estrogen receptors. Daidzein may offer protection against hormone-related conditions (like breast cancer, osteoporosis), diabetes, and cardiovascular disease. It also has antioxidant and anti-inflammatory effects."
gnstein,Genistein,Soy isoflavone; anticancer/osteoporosis prevention.,"An isoflavone and phytoestrogen found in soy products. It binds to and inhibits protein-tyrosine kinase, disrupting signal transduction and inducing cell differentiation. Genistein also inhibits topoisomerase-II, leading to DNA fragmentation and apoptosis, and exhibits antioxidant, antiangiogenic, and immunosuppressive activities. It's studied for its potential in cancer prevention and treatment."
epicatec,(-)-Epicatechin,Cocoa flavonoid; improves blood flow/cognitive function.,"A flavonoid (flavan-3-ol) found in foods like cocoa (dark chocolate), tea (especially green tea), apples, and berries. It has potent antioxidant properties and is known to promote skeletal muscle differentiation, counteract protein degradation pathways, and may improve cardiovascular health by enhancing nitric oxide production and blood flow. It may also support mitochondrial biosynthesis."
epicategc,(-)-Epigallo catechin,Green tea catechin; antioxidant/anticancer.,"A type of catechin (flavan-3-ol), a polyphenol found abundantly in green tea. It is a potent antioxidant. While less studied individually than EGCG, it contributes to the overall health benefits of green tea, including anti-inflammatory and chemopreventive effects. It helps protect cells from oxidative damage."
epicatgc3gal,(-)-Epigallo catechin 3-gallate,EGCG (green tea); potent antioxidant/metabolism booster.,"Commonly known as EGCG, it is the most abundant catechin in green tea and a potent antioxidant. EGCG has been extensively studied for its wide range of health benefits, including anti-inflammatory, antibacterial, antiviral, anticancer (inhibiting tumor growth and inducing apoptosis), and neuroprotective properties. It can modulate various cellular signaling pathways."
catec,(+)-Catechin,Tea/apple flavonoid; cardiovascular benefits.,"A flavan-3-ol, a type of natural phenol and antioxidant, found in various plants, including tea, fruits (like apples, berries), and cocoa. It helps protect cells from damage by free radicals. In the human body, catechins can inhibit certain enzymes, have bactericidal properties, and may reduce the risk of chronic diseases, including cancer and heart disease, by modulating cellular processes and reducing inflammation."
galcatecgal,(-)-Gallocatechin gallate,Less studied catechin; antioxidant properties.,"Abbreviated as GCG, it is a type of catechin (a flavonoid) found in high concentrations in green tea. It's structurally related to EGCG and possesses strong antioxidant, anti-inflammatory, and antimicrobial properties. GCG has been shown to have neuroprotective effects against glutamate-induced oxidative stress in brain cells."
galcatec,(-)-Gallocatechin,Green tea catechin; supports immune function.,"A flavan-3-ol, a type of catechin, found in green tea and other plants. It has antioxidant properties and contributes to the health benefits associated with tea consumption. Studies suggest it may have neuroprotective effects by reducing oxidative stress and inhibiting pathways involved in cell death."
syrgac,Syringic acid,Antioxidant; found in berries/red wine.,"A phenolic acid (O-methylated trihydroxybenzoic acid) found in various plants like sage, wheat, açaí palm, and grapes. It exhibits antioxidant, anti-inflammatory, and potential antidiabetic and anticancer properties. It can control inflammatory cells and markers, suppress reactive oxygen species (ROS), and may have pro-oxidant effects in cancer cells, inducing apoptosis."
sinpac,Sinapinic acid,Polyphenol (mustard); antioxidant/anti-inflammatory.,"A phytochemical (hydroxycinnamic acid derivative) found in spices, citrus fruits, vegetables, cereals, and oilseed crops like rapeseed. It has antioxidant, anti-inflammatory, anticancer, antimutagenic, antiglycemic, neuroprotective, and antibacterial properties. It can neutralize free radicals and may attenuate various chemically induced toxicities."
ellgac,Ellagic acid,Anticarcinogenic (berries); detoxifies carcinogens.,"A natural polyphenol found in many fruits (berries, pomegranates), nuts (walnuts, pecans), and seeds. It is formed from the hydrolysis of ellagitannins. Ellagic acid has antioxidant, anti-inflammatory, and anticancer properties. Its metabolites, urolithins (formed by gut microflora), may have estrogenic/antiestrogenic activity and contribute to its health benefits, including reducing gut inflammation and potentially slowing aging."
polyph,Polyphenols,Diverse antioxidants; reduce chronic disease risk.,"A large group of naturally occurring compounds found in plants, including fruits, vegetables, tea, coffee, and wine. They are characterized by multiple phenol units. Polyphenols have antioxidant, anti-inflammatory, anti-platelet, and potential anticancer and neuroprotective properties. They can help prevent or reduce symptoms of metabolic diseases by improving endothelial function, blood pressure, and glucose homeostasis."
rafs,Raffinose,Oligosaccharide; causes gas (gut fermentation). Prebiotic in moderation.,"A trisaccharide composed of galactose, glucose, and fructose. It is found in beans, cabbage, broccoli, and other vegetables. Humans lack the enzyme (α-galactosidase) to digest raffinose in the small intestine. It passes to the large intestine where it's fermented by gut bacteria, producing gas (flatus) but also beneficial short-chain fatty acids. It's considered a prebiotic."
stas,Stachyose,Indigestible oligosaccharide; prebiotic but may cause bloating.,"A tetrasaccharide composed of two galactose units, one glucose unit, and one fructose unit. Found in green beans, soybeans, and other legumes. Like raffinose, humans cannot digest stachyose in the upper gastrointestinal tract due to a lack of the α-galactosidase enzyme. It is fermented by bacteria in the large intestine, which can cause gas but also contributes to gut health by acting as a prebiotic."
vers,Verbascose,Gas-producing oligo; fermented by gut bacteria.,"A pentasaccharide, a type of complex sugar (oligosaccharide) found in legumes like soybeans, lentils, and chickpeas. It consists of three galactose units, one glucose, and one fructose. Humans cannot digest verbascose in the small intestine; it is fermented by bacteria in the large intestine, producing short-chain fatty acids and gases. It acts as a prebiotic, promoting beneficial gut bacteria, but can cause flatulence in some individuals."
ajgs,Ajugose,Rare oligosaccharide; minimal dietary role.,"A hexasaccharide (composed of four galactose, one glucose, and one fructose unit), belonging to the raffinose family of oligosaccharides (RFOs). Found in some plants. Like other RFOs, it is likely not digested in the human small intestine but fermented by gut bacteria in the large intestine, acting as a prebiotic and potentially causing gas."
camt,Campesterol,Phytosterol; lowers cholesterol absorption.,"A phytosterol (plant sterol) found in nuts, seeds, fruits, and vegetables. Its structure is similar to cholesterol. When consumed, campesterol competes with cholesterol for absorption in the intestines, thereby helping to lower blood LDL (bad) cholesterol levels. It's often added to foods like margarine for its cholesterol-lowering effects."
stgstr,Stigmasterol,Plant sterol; competes with cholesterol for absorption.,"An unsaturated phytosterol (plant sterol) found in various plants, including soybeans, calabar beans, and rapeseed oil, as well as in some nuts and seeds. It has been shown to have cholesterol-lowering effects by inhibiting cholesterol absorption. Stigmasterol also exhibits anti-inflammatory, antioxidant, anticancer, anti-diabetic, and neuroprotective properties in studies."
stostrb,β-Sitosterol,Common phytosterol; reduces LDL cholesterol.,"One of the most common phytosterols (plant sterols) found in plants, nuts, seeds, fruits, and vegetables. It has a chemical structure similar to cholesterol and helps lower blood cholesterol levels by reducing cholesterol absorption in the intestines. It may also have benefits for benign prostatic hyperplasia (BPH) and immune function."
phytac,Phytate,Anti-nutrient (grains); binds minerals. Soaking/fermentation reduces effects.,"Also known as phytic acid or inositol hexakisphosphate (IP6), it is the principal storage form of phosphorus in many plant tissues, especially seeds, grains, and legumes. Phytate can bind to minerals like iron, zinc, and calcium in the digestive tract, potentially reducing their absorption (acting as an anti-nutrient). However, phytate also has beneficial effects, including antioxidant, anticancer properties, and may help prevent kidney stones and reduce pathological calcifications."
sapon,Saponins,"Bitter compounds; immune-boosting/cholesterol-lowering (e.g., quinoa).","A diverse group of naturally occurring glycosides found in many plants (e.g., legumes, quinoa, ginseng). They have a soap-like foaming quality. Saponins can have various effects on the human body: they may lower cholesterol by binding to it in the gut, boost the immune system, have antioxidant and anti-inflammatory effects, and potentially exhibit anticancer properties. However, some saponins can also be toxic or interfere with nutrient absorption if consumed in very high amounts."
